Client,Best_Model,Best_wMAPE,Cluster,client_mean,client_std
MT_030,SARIMA,0.057777017466120184,1,36.827529444785476,10.45093360594168
MT_003,SARIMA,0.06092159107513826,1,3.8759189855495415,11.250907853008169
MT_108,SARIMA,0.06164138317410138,1,25.360479215783496,7.976341583416819
MT_116,SARIMA,0.06400640278228306,1,42.580575430078746,15.277427981831229
MT_024,SARIMA,0.06868087646125111,1,30.832261016841663,9.933067021282417
MT_047,SARIMA,0.06926777237397024,1,27.922804601508794,8.864318350569269
MT_160,SARIMA,0.07004116428387365,1,5.394260094513051,4.863301526315592
MT_011,SARIMA,0.07252303900857678,1,39.67457546499835,12.090445889231253
MT_169,SARIMA,0.07279756445940574,1,40.03995639681473,11.207375550641967
MT_052,SARIMA,0.07331039827531372,1,35.56924637378328,9.594800140887893
MT_071,SARIMA,0.0745314594711083,1,45.10467563822336,14.577980468579467
MT_075,SARIMA,0.07556569915493179,1,47.353103770248175,12.791897280836361
MT_051,Prophet,0.07565515351505331,1,55.16475560354438,15.551238171072018
MT_034,Prophet,0.0760285231754692,1,13.767956024019075,4.087184577491648
MT_070,SARIMA,0.07707424805053918,1,41.3677447308352,12.207807432636253
MT_066,SARIMA,0.07767916667086175,1,38.46277159411481,26.44005195566659
MT_062,SARIMA,0.07965044029190188,1,59.08475415167674,16.504128845235474
MT_055,SARIMA,0.08229800841424277,1,23.9077982098979,11.19668098991728
MT_033,Prophet,0.09137134127836954,1,39.5313472317352,11.605072453006708
MT_019,SARIMA,0.09324917541635527,1,8.251574211982742,2.3842035964137605
MT_015,Prophet,0.09356648212388553,1,36.70190925373665,22.509656614444236
MT_060,Prophet,0.09532576533465668,1,27.33537847747044,7.043116785695556
MT_007,SARIMA,0.09722472587922595,1,6.08529118871395,6.950142405739121
MT_005,SARIMA,0.09771379032064063,1,48.77495908749133,16.942570856591264
MT_042,SARIMA,0.10011084902658397,1,41.93632627312506,12.19616966979083
